Chromosome	Begin	End	Size	Direction	Feature
chrVIII	222226	222508	282	NA	<unannotated_<CUP1-2
chrVIII	222509	222694	185	-	CUP1-2
chrVIII	222695	223158	463	NA	<CUP1-2_<RSC30
chrVIII	223159	225810	2651	-	RSC30
chrVIII	225811	226201	390	NA	<RSC30_<CPR2
chrVIII	226202	226819	617	-	CPR2
chrVIII	226820	226972	152	NA	<CPR2_<MED6
chrVIII	226973	227860	887	-	MED6
chrVIII	227861	228083	222	NA	<MED6_>FYV4
chrVIII	228084	228476	392	+	FYV4
chrVIII	228477	228700	223	NA	>FYV4_>VMA22
chrVIII	228701	229246	545	+	VMA22
chrVIII	229247	229509	262	NA	>VMA22_<GIC1
chrVIII	229510	230454	944	-	GIC1
chrVIII	230455	230852	397	NA	<GIC1_<RPP1
chrVIII	230853	231734	881	-	RPP1
chrVIII	231735	232005	270	NA	<RPP1_<PAN5
chrVIII	232006	233145	1139	-	PAN5
chrVIII	233146	233500	354	NA	<PAN5_<SSZ1
chrVIII	233501	235219	1718	-	SSZ1
chrVIII	235220	235507	287	NA	<SSZ1_<RRP3
chrVIII	235508	237139	1631	-	RRP3
chrVIII	237140	237311	171	NA	<RRP3_>SSF1
chrVIII	237312	238673	1361	+	SSF1
chrVIII	238674	238946	272	NA	>SSF1_>HTD2
chrVIII	238947	239789	842	+	HTD2
chrVIII	239790	240109	319	NA	>HTD2_>DYS1
chrVIII	240110	241273	1163	+	DYS1
chrVIII	241274	241555	281	NA	>DYS1_<RRP4
chrVIII	241556	242635	1079	-	RRP4
chrVIII	242636	242857	221	NA	<RRP4_>TRM5
chrVIII	242858	244357	1499	+	TRM5
chrVIII	244358	245033	675	NA	>TRM5_>PCL5
chrVIII	245034	245723	689	+	PCL5
chrVIII	245724	245877	153	NA	>PCL5_<tF(GAA)H1
chrVIII	245878	245914	73	-	tF(GAA)H1
chrVIII	245915	245931	16	NA	<tF(GAA)H1_intron_<tF(GAA)H1
chrVIII	245932	245969	73	-	tF(GAA)H1
chrVIII	245970	247127	1157	NA	<tF(GAA)H1_>ERG7
chrVIII	247128	249323	2195	+	ERG7
chrVIII	249324	249693	369	NA	>ERG7_>NOP10
chrVIII	249694	249870	176	+	NOP10
chrVIII	249871	250611	740	NA	>NOP10_>OSH3
chrVIII	250612	253602	2990	+	OSH3
chrVIII	253603	254222	619	NA	>OSH3_>QNS1
chrVIII	254223	256367	2144	+	QNS1
chrVIII	256368	256468	100	NA	>QNS1_<PPE1
chrVIII	256469	257671	1202	-	PPE1
chrVIII	257672	259130	1458	NA	<PPE1_>PTC7
chrVIII	259131	259185	1030	+	PTC7
chrVIII	259186	259278	92	NA	>PTC7_intron_>PTC7
chrVIII	259279	260255	1030	+	PTC7
chrVIII	260256	260403	147	NA	>PTC7_<NMD2
chrVIII	260404	263667	3263	-	NMD2
chrVIII	263668	264389	721	NA	<NMD2_>YHR078W
chrVIII	264390	266048	1658	+	YHR078W
chrVIII	266049	266273	224	NA	>YHR078W_<IRE1
chrVIII	266274	269621	3347	-	IRE1
chrVIII	269622	270221	599	NA	<IRE1_<SAE3
chrVIII	270222	270396	286	-	SAE3
chrVIII	270397	270470	73	NA	<SAE3_intron_<SAE3
chrVIII	270471	270583	286	-	SAE3
chrVIII	270584	270830	246	NA	<SAE3_<YHR080C
chrVIII	270831	274868	4037	-	YHR080C
chrVIII	274869	275567	698	NA	<YHR080C_>LRP1
chrVIII	275568	276122	554	+	LRP1
chrVIII	276123	276488	365	NA	>LRP1_<KSP1
chrVIII	276489	279578	3089	-	KSP1
chrVIII	279579	280656	1077	NA	<KSP1_>SAM35
chrVIII	280657	281646	989	+	SAM35
chrVIII	281647	282203	556	NA	>SAM35_>STE12
chrVIII	282204	284270	2066	+	STE12
chrVIII	284271	284792	521	NA	>STE12_>IPI1
chrVIII	284793	285797	1004	+	IPI1
chrVIII	285798	286181	383	NA	>IPI1_>NAM8
chrVIII	286182	287753	1571	+	NAM8
chrVIII	287754	288848	1094	NA	>NAM8_>YHR087W
chrVIII	288849	289184	335	+	YHR087W
chrVIII	289185	289523	338	NA	>YHR087W_>RPF1
chrVIII	289524	290411	887	+	RPF1
chrVIII	290412	290709	297	NA	>RPF1_<GAR1
chrVIII	290710	291327	617	-	GAR1
chrVIII	291328	291805	477	NA	<GAR1_<YNG2
chrVIII	291806	292654	848	-	YNG2
chrVIII	292655	292867	212	NA	<YNG2_<MSR1
chrVIII	292868	294799	1931	-	MSR1
chrVIII	294800	295109	309	NA	<MSR1_<HXT4
chrVIII	295110	296840	1730	-	HXT4
chrVIII	296841	297170	329	NA	<HXT4_>unannotated
chrVIII	297171	297752	581	+	unannotated
chrVIII	297753	298940	1187	NA	>unannotated_<unannotated
chrVIII	298941	300653	1712	-	unannotated
chrVIII	300654	302697	2043	NA	<unannotated_<unannotated
chrVIII	302698	304476	1778	-	unannotated
chrVIII	304477	305413	936	NA	<unannotated_<unannotated
chrVIII	305414	306109	695	-	unannotated
chrVIII	306110	306438	328	NA	<unannotated_<YHR097C
chrVIII	306439	306466	151	-	YHR097C
chrVIII	306467	306513	46	NA	<YHR097C_intron_<YHR097C
chrVIII	306514	306638	151	-	YHR097C
chrVIII	306639	307227	588	NA	<YHR097C_<SFB3
chrVIII	307228	309963	2735	-	SFB3
chrVIII	309964	310789	825	NA	<SFB3_>TRA1
chrVIII	310790	322024	11234	+	TRA1
chrVIII	322025	322144	119	NA	>TRA1_<YHR100C
chrVIII	322145	322702	557	-	YHR100C
chrVIII	322703	324600	1897	NA	<YHR100C_>KIC1
chrVIII	324601	327843	3242	+	KIC1
chrVIII	327844	328442	598	NA	>KIC1_>SBE22
chrVIII	328443	331001	2558	+	SBE22
chrVIII	331002	331437	435	NA	>SBE22_>GRE3
chrVIII	331438	332421	983	+	GRE3
chrVIII	332422	332794	372	NA	>GRE3_>YPT35
chrVIII	332795	333439	644	+	YPT35
chrVIII	333440	333626	186	NA	>YPT35_>TRR2
chrVIII	333627	334655	1028	+	TRR2
chrVIII	334656	334841	185	NA	>TRR2_<CDC12
chrVIII	334842	336065	1223	-	CDC12
chrVIII	336066	336331	265	NA	<CDC12_>GGA2
chrVIII	336332	338089	1757	+	GGA2
chrVIII	338090	338338	248	NA	>GGA2_>CTM1
chrVIII	338339	340096	1757	+	CTM1
chrVIII	340097	340310	213	NA	>CTM1_>ERP5
chrVIII	340311	340949	638	+	ERP5
chrVIII	340950	341100	150	NA	>ERP5_>UBA4
chrVIII	341101	342423	1322	+	UBA4
chrVIII	342424	342555	131	NA	>UBA4_<YHR112C
chrVIII	342556	343692	1136	-	YHR112C
chrVIII	343693	344365	672	NA	<YHR112C_>YHR113W
chrVIII	344366	345838	1472	+	YHR113W
chrVIII	345839	346111	272	NA	>YHR113W_>BZZ1
chrVIII	346112	348013	1901	+	BZZ1
chrVIII	348014	348137	123	NA	>BZZ1_<DMA1
chrVIII	348138	349388	1250	-	DMA1
chrVIII	349389	349693	304	NA	<DMA1_>COX23
chrVIII	349694	350149	455	+	COX23
chrVIII	350150	350377	227	NA	>COX23_>TOM71
chrVIII	350378	352297	1919	+	TOM71
chrVIII	352298	352349	51	NA	>TOM71_<ORC6
chrVIII	352350	353657	1307	-	ORC6
chrVIII	353658	354071	413	NA	<ORC6_>SET1
chrVIII	354072	357314	3242	+	SET1
chrVIII	357315	357602	287	NA	>SET1_>MSH1
chrVIII	357603	360482	2879	+	MSH1
chrVIII	360483	360784	301	NA	>MSH1_>LSM12
chrVIII	360785	361348	563	+	LSM12
chrVIII	361349	361653	304	NA	>LSM12_>YHR122W
chrVIII	361654	362349	695	+	YHR122W
chrVIII	362350	362843	493	NA	>YHR122W_>EPT1
chrVIII	362844	362893	1174	+	EPT1
chrVIII	362894	362984	90	NA	>EPT1_intron_>EPT1
chrVIII	362985	364110	1174	+	EPT1
chrVIII	364111	364589	478	NA	>EPT1_>NDT80
chrVIII	364590	366473	1883	+	NDT80
chrVIII	366474	366506	32	NA	>NDT80_<tF(GAA)H2
chrVIII	366507	366543	73	-	tF(GAA)H2
chrVIII	366544	366560	16	NA	<tF(GAA)H2_intron_<tF(GAA)H2
chrVIII	366561	366598	73	-	tF(GAA)H2
chrVIII	366599	367730	1131	NA	<tF(GAA)H2_<YHR126C
chrVIII	367731	368210	479	-	YHR126C
chrVIII	368211	368941	730	NA	<YHR126C_>YHR127W
chrVIII	368942	369673	731	+	YHR127W
chrVIII	369674	370038	364	NA	>YHR127W_>FUR1
chrVIII	370039	370794	755	+	FUR1
chrVIII	370795	371027	232	NA	>FUR1_<ARP1
chrVIII	371028	372182	1154	-	ARP1
chrVIII	372183	373368	1185	NA	<ARP1_<YHR131C
chrVIII	373369	375921	2552	-	YHR131C
chrVIII	375922	376530	608	NA	<YHR131C_<ECM14
chrVIII	376531	377823	1292	-	ECM14
chrVIII	377824	378082	258	NA	<ECM14_>YHR132W-A
chrVIII	378083	378478	395	+	YHR132W-A
chrVIII	378479	378750	271	NA	>YHR132W-A_<NSG1
chrVIII	378751	379626	875	-	NSG1
chrVIII	379627	379777	150	NA	<NSG1_>WSS1
chrVIII	379778	380587	809	+	WSS1
chrVIII	380588	380722	134	NA	>WSS1_<YCK1
chrVIII	380723	382339	1616	-	YCK1
chrVIII	382340	382682	342	NA	<YCK1_<SPL2
chrVIII	382683	383129	446	-	SPL2
chrVIII	383130	383737	607	NA	<SPL2_>ARO9
chrVIII	383738	385279	1541	+	ARO9
chrVIII	385280	385383	103	NA	>ARO9_<YHR138C
chrVIII	385384	385728	344	-	YHR138C
chrVIII	385729	386247	518	NA	<YHR138C_<SPS100
chrVIII	386248	387228	980	-	SPS100
chrVIII	387229	388601	1372	NA	<SPS100_>YHR140W
chrVIII	388602	389321	719	+	YHR140W
chrVIII	389322	390018	696	NA	>YHR140W_<RPL42B
chrVIII	390019	390336	317	-	RPL42B
chrVIII	390337	391566	1229	NA	<RPL42B_>CHS7
chrVIII	391567	392517	950	+	CHS7
chrVIII	392518	393580	1062	NA	>CHS7_>DSE2
chrVIII	393581	394558	977	+	DSE2
chrVIII	394559	395303	744	NA	>DSE2_>RPC10
chrVIII	395304	395516	212	+	RPC10
chrVIII	395517	395858	341	NA	>RPC10_<DCD1
chrVIII	395859	396797	938	-	DCD1
chrVIII	396798	396963	165	NA	<DCD1_<tP(UGG)H
chrVIII	396964	397000	72	-	tP(UGG)H
chrVIII	397001	397029	28	NA	<tP(UGG)H_intron_<tP(UGG)H
chrVIII	397030	397066	72	-	tP(UGG)H
chrVIII	397067	398370	1303	NA	<tP(UGG)H_>CRP1
chrVIII	398371	399768	1397	+	CRP1
chrVIII	399769	400709	940	NA	>CRP1_<MRPL6
chrVIII	400710	401354	644	-	MRPL6
chrVIII	401355	401604	249	NA	<MRPL6_>IMP3
chrVIII	401605	402156	551	+	IMP3
chrVIII	402157	402525	368	NA	>IMP3_<SKG6
chrVIII	402526	404730	2204	-	SKG6
chrVIII	404731	405322	591	NA	<SKG6_>PEX28
chrVIII	405323	407062	1739	+	PEX28
chrVIII	407063	407339	276	NA	>PEX28_<YHR151C
chrVIII	407340	408920	1580	-	YHR151C
chrVIII	408921	409505	584	NA	<YHR151C_>SPO12
chrVIII	409506	410027	521	+	SPO12
chrVIII	410028	410157	129	NA	>SPO12_<SPO16
chrVIII	410158	410754	596	-	SPO16
chrVIII	410755	411037	282	NA	<SPO16_>RTT107
chrVIII	411038	414250	3212	+	RTT107
chrVIII	414251	415192	941	NA	>RTT107_>YSP1
chrVIII	415193	418822	3629	+	YSP1
chrVIII	418823	419455	632	NA	>YSP1_<LIN1
chrVIII	419456	420478	1022	-	LIN1
chrVIII	420479	420978	499	NA	<LIN1_>REC104
chrVIII	420979	421527	548	+	REC104
chrVIII	421528	421756	228	NA	>REC104_<KEL1
chrVIII	421757	425251	3494	-	KEL1
chrVIII	425252	425620	368	NA	<KEL1_>YHR159W
chrVIII	425621	427135	1514	+	YHR159W
chrVIII	427136	427292	156	NA	>YHR159W_<PEX18
chrVIII	427293	428144	851	-	PEX18
chrVIII	428145	428444	299	NA	<PEX18_<YAP1801
chrVIII	428445	430358	1913	-	YAP1801
chrVIII	430359	431143	784	NA	<YAP1801_>YHR162W
chrVIII	431144	431533	389	+	YHR162W
chrVIII	431534	431795	261	NA	>YHR162W_>SOL3
chrVIII	431796	432545	749	+	SOL3
chrVIII	432546	432681	135	NA	>SOL3_<DNA2
chrVIII	432682	437250	4568	-	DNA2
chrVIII	437251	437778	527	NA	<DNA2_<PRP8
chrVIII	437779	445020	7241	-	PRP8
chrVIII	445021	445241	220	NA	<PRP8_<CDC23
chrVIII	445242	447122	1880	-	CDC23
chrVIII	447123	447413	290	NA	<CDC23_>THP2
chrVIII	447414	448199	785	+	THP2
chrVIII	448200	448448	248	NA	>THP2_>MTG2
chrVIII	448449	450005	1556	+	MTG2
chrVIII	450006	450252	246	NA	>MTG2_>DBP8
chrVIII	450253	451548	1295	+	DBP8
chrVIII	451549	451899	350	NA	>DBP8_>NMD3
chrVIII	451900	453456	1556	+	NMD3
chrVIII	453457	453784	327	NA	>NMD3_>ATG7
chrVIII	453785	455677	1892	+	ATG7
chrVIII	455678	456406	728	NA	>ATG7_>SPC97
chrVIII	456407	458878	2471	+	SPC97
chrVIII	458879	458886	7	NA	>SPC97_<unannotated
chrVIII	458887	459225	338	-	unannotated
chrVIII	459226	459398	172	NA	<unannotated_>ENO2
chrVIII	459399	460712	1313	+	ENO2
chrVIII	460713	460943	230	NA	>ENO2_>CTR2
chrVIII	460944	461513	569	+	CTR2
chrVIII	461514	462300	786	NA	>CTR2_>FMO1
chrVIII	462301	463599	1298	+	FMO1
chrVIII	463600	464662	1062	NA	>FMO1_>YHR177W
chrVIII	464663	466024	1361	+	YHR177W
chrVIII	466025	467370	1345	NA	>YHR177W_>STB5
chrVIII	467371	469602	2231	+	STB5
chrVIII	469603	470573	970	NA	>STB5_>OYE2
chrVIII	470574	471776	1202	+	OYE2
chrVIII	471777	473249	1472	NA	>OYE2_>unannotated
chrVIII	473250	473741	491	+	unannotated
chrVIII	473742	475059	1317	NA	>unannotated_>tT(UGU)H
chrVIII	475060	475131	71	+	tT(UGU)H
chrVIII	475132	475297	165	NA	>tT(UGU)H_>SVP26
chrVIII	475298	475984	686	+	SVP26
chrVIII	475985	476288	303	NA	>SVP26_>YHR182W
chrVIII	476289	478646	2357	+	YHR182W
chrVIII	478647	479029	382	NA	>YHR182W_>GND1
chrVIII	479030	480499	1469	+	GND1
chrVIII	480500	480813	313	NA	>GND1_>SSP1
chrVIII	480814	482529	1715	+	SSP1
chrVIII	482530	482696	166	NA	>SSP1_<PFS1
chrVIII	482697	483410	713	-	PFS1
chrVIII	483411	483775	364	NA	<PFS1_<tV(CAC)H
chrVIII	483776	483848	72	-	tV(CAC)H
chrVIII	483849	484066	217	NA	<tV(CAC)H_<KOG1
chrVIII	484067	488740	4673	-	KOG1
chrVIII	488741	489057	316	NA	<KOG1_>IKI1
chrVIII	489058	489987	929	+	IKI1
chrVIII	489988	490072	84	NA	>IKI1_<GPI16
chrVIII	490073	491905	1832	-	GPI16
chrVIII	491906	492095	189	NA	<GPI16_>PTH1
chrVIII	492096	492668	572	+	PTH1
chrVIII	492669	492912	243	NA	>PTH1_>ERG9
chrVIII	492913	494247	1334	+	ERG9
chrVIII	494248	494297	49	NA	>ERG9_<CTF8
chrVIII	494298	494699	401	-	CTF8
chrVIII	494700	494893	193	NA	<CTF8_>YHR192W
chrVIII	494894	495730	836	+	YHR192W
chrVIII	495731	495779	48	NA	>YHR192W_<EGD2
chrVIII	495780	496304	524	-	EGD2
chrVIII	496305	496724	419	NA	<EGD2_>MDM31
chrVIII	496725	498464	1739	+	MDM31
chrVIII	498465	498814	349	NA	>MDM31_>NVJ1
chrVIII	498815	499780	965	+	NVJ1
chrVIII	499781	499998	217	NA	>NVJ1_>UTP9
chrVIII	499999	501726	1727	+	UTP9
chrVIII	501727	501963	236	NA	>UTP9_>RIX1
chrVIII	501964	504255	2291	+	RIX1
chrVIII	504256	504382	126	NA	>RIX1_<YHR199C
chrVIII	504383	505348	965	-	YHR199C
chrVIII	505349	505557	208	NA	<YHR199C_<YHR198C
chrVIII	505558	506490	932	-	YHR198C
chrVIII	506491	506638	147	NA	<YHR198C_<YHR199C-A
chrVIII	506639	506787	220	-	YHR199C-A
chrVIII	506788	506854	66	NA	<YHR199C-A_intron_<YHR199C-A
chrVIII	506855	506927	220	-	YHR199C-A
chrVIII	506928	507146	218	NA	<YHR199C-A_>RPN10
chrVIII	507147	507953	806	+	RPN10
chrVIII	507954	508017	63	NA	>RPN10_<PPX1
chrVIII	508018	509211	1193	-	PPX1
chrVIII	509212	510455	1243	NA	<PPX1_>YHR202W
chrVIII	510456	512264	1808	+	YHR202W
chrVIII	512265	512543	278	NA	>YHR202W_<RPS4B
chrVIII	512544	513314	770	-	RPS4B
chrVIII	513315	514386	1071	NA	<RPS4B_>MNL1
chrVIII	514387	516777	2390	+	MNL1
chrVIII	516778	517431	653	NA	>MNL1_>SCH9
chrVIII	517432	519906	2474	+	SCH9
chrVIII	519907	520800	893	NA	>SCH9_>SKN7
chrVIII	520801	522669	1868	+	SKN7
chrVIII	522670	522973	303	NA	>SKN7_<SET5
chrVIII	522974	524554	1580	-	SET5
chrVIII	524555	525600	1045	NA	<SET5_>BAT1
chrVIII	525601	526782	1181	+	BAT1
chrVIII	526783	527490	707	NA	>BAT1_>YHR209W
chrVIII	527491	528381	890	+	YHR209W
chrVIII	528382	528780	398	NA	>YHR209W_<YHR210C
chrVIII	528781	529806	1025	-	YHR210C
chrVIII	529807	533460	3653	NA	<YHR210C_>FLO5
chrVIII	533461	536688	3227	+	FLO5
chrVIII	536689	545827	9138	NA	>FLO5_<unannotated
chrVIII	545828	546322	494	-	unannotated
chrVIII	546323	546810	487	NA	<unannotated_>YAR061W-like
chrVIII	546811	547014	203	+	YAR061W-like
chrVIII	547015	547219	204	NA	>YAR061W-like_>FLO1-like
chrVIII	547220	547816	596	+	FLO1-like
chrVIII	547817	548868	1051	NA	>FLO1-like_>YAR064W-like
chrVIII	548869	549168	299	+	YAR064W-like
chrVIII	549169	549719	550	NA	>YAR064W-like_>YAR066W-like
chrVIII	549720	551615	1895	+	YAR066W-like
chrVIII	551616	552032	416	NA	>YAR066W-like_<unannotated
chrVIII	552033	557415	5382	-	unannotated
chrVIII	557416	560239	2823	NA	<unannotated_>PHO11-like
chrVIII	560240	561586	1346	+	PHO11-like
chrVIII	561587	562467	880	NA	>PHO11-like_>IMD1-like
chrVIII	562468	563675	1207	+	IMD1-like
chrVIII	563676	568676	5000	NA	>IMD1-like_endChrVIII
chrX	0	765	765	NA	beginChrX_<unannotated
chrX	765	3863	3098	-	unannotated
chrX	3864	4573	709	NA	<unannotated_<unannotated
chrX	4574	5692	1118	-	unannotated
chrX	5693	6321	628	NA	<unannotated_<unannotated
chrX	6322	7016	694	-	unannotated
chrX	7017	9487	2470	NA	<unannotated_<unannotated
chrX	9488	9898	410	-	unannotated
chrX	9899	12226	2327	NA	<unannotated_>unannotated
chrX	12227	16876	4649	+	unannotated
chrX	16877	17518	641	NA	>unannotated_<unannotated
chrX	17519	19288	1769	-	unannotated
chrX	19289	20248	959	NA	<unannotated_>HXT9
chrX	20249	21952	1703	+	HXT9
chrX	21953	22724	771	NA	>HXT9_>YJL218W
chrX	22725	23315	590	+	YJL218W
chrX	23316	23884	568	NA	>YJL218W_>YJL217W
chrX	23885	24481	596	+	YJL217W
chrX	24482	25092	610	NA	>YJL217W_<YJL216C
chrX	25093	26838	1745	-	YJL216C
chrX	26839	27638	799	NA	<YJL216C_>HXT8
chrX	27639	29348	1709	+	HXT8
chrX	29349	32584	3235	NA	>HXT8_>YJL213W
chrX	32585	33910	1325	+	YJL213W
chrX	33911	34601	690	NA	>YJL213W_<OPT1
chrX	34602	37001	2399	-	OPT1
chrX	37002	37670	668	NA	<OPT1_>PEX2
chrX	37671	38486	815	+	PEX2
chrX	38487	38756	269	NA	>PEX2_>CBP1
chrX	38757	40106	1349	+	CBP1
chrX	40095	40104	1534	-	NUC1
chrX	40105	40409	304	NA	<NUC1_intron_<NUC1
chrX	40410	41935	1534	-	NUC1
chrX	41936	42140	204	NA	<NUC1_<LAA1
chrX	42141	48185	6044	-	LAA1
chrX	48186	48410	224	NA	<LAA1_<YJL206C
chrX	48411	50687	2276	-	YJL206C
chrX	50688	50890	202	NA	<YJL206C_<NCE101
chrX	50891	51031	140	-	NCE101
chrX	51032	51380	348	NA	<NCE101_<RCY1
chrX	51381	53903	2522	-	RCY1
chrX	53904	54092	188	NA	<RCY1_>PRP21
chrX	54093	54935	842	+	PRP21
chrX	54936	55130	194	NA	>PRP21_>ECM25
chrX	55131	56930	1799	+	ECM25
chrX	56931	57195	264	NA	>ECM25_<ACO2
chrX	57196	59565	2369	-	ACO2
chrX	59566	59851	285	NA	<ACO2_<tT(AGU)J
chrX	59852	59924	72	-	tT(AGU)J
chrX	59925	60607	682	NA	<tT(AGU)J_<unannotated
chrX	60608	60934	326	-	unannotated
chrX	60935	61595	660	NA	<unannotated_>PHO90
chrX	61596	64241	2645	+	PHO90
chrX	64242	64556	314	NA	>PHO90_>UBP12
chrX	64557	68321	3764	+	UBP12
chrX	68322	68601	279	NA	>UBP12_<ELO1
chrX	68602	69534	932	-	ELO1
chrX	69535	70089	554	NA	<ELO1_>CDC6
chrX	70090	71631	1541	+	CDC6
chrX	71632	72117	485	NA	>CDC6_>YJL193W
chrX	72118	73326	1208	+	YJL193W
chrX	73327	73461	134	NA	>YJL193W_<SOP4
chrX	73462	74166	704	-	SOP4
chrX	74167	74955	788	NA	<SOP4_>RPS14B
chrX	74956	75327	371	+	RPS14B
chrX	75328	75661	333	NA	>RPS14B_<RPS22A
chrX	75662	76054	392	-	RPS22A
chrX	76055	76684	629	NA	<RPS22A_>RPL39
chrX	76685	76690	154	+	RPL39
chrX	76691	77076	385	NA	>RPL39_intron_>RPL39
chrX	77077	77226	154	+	RPL39
chrX	77227	77554	327	NA	>RPL39_<SWE1
chrX	77555	80014	2459	-	SWE1
chrX	80015	80905	890	NA	<SWE1_>MNN5
chrX	80906	82666	1760	+	MNN5
chrX	82667	82845	178	NA	>MNN5_<YJL185C
chrX	82846	83727	881	-	YJL185C
chrX	83728	84198	470	NA	<YJL185C_>GON7
chrX	84199	84570	371	+	GON7
chrX	84571	84818	247	NA	>GON7_>MNN11
chrX	84819	86087	1268	+	MNN11
chrX	86088	86410	322	NA	>MNN11_>YJL181W
chrX	86411	88246	1835	+	YJL181W
chrX	88247	88333	86	NA	>YJL181W_<ATP12
chrX	88334	89311	977	-	ATP12
chrX	89312	89537	225	NA	<ATP12_>PFD1
chrX	89538	89867	329	+	PFD1
chrX	89868	90032	164	NA	>PFD1_<ATG27
chrX	90033	90848	815	-	ATG27
chrX	90849	91536	687	NA	<ATG27_>RPL17B
chrX	91537	91845	553	+	RPL17B
chrX	91846	92162	316	NA	>RPL17B_intron_>RPL17B
chrX	92163	92408	553	+	RPL17B
chrX	92409	92803	394	NA	>RPL17B_<SWI3
chrX	92804	95281	2477	-	SWI3
chrX	95282	95863	581	NA	<SWI3_>KNH1-like
chrX	95864	96679	815	+	KNH1-like
chrX	96680	96911	231	NA	>KNH1-like_<RFA3
chrX	96912	97280	368	-	RFA3
chrX	97281	98571	1290	NA	<RFA3_>CPS1
chrX	98572	100236	1664	+	CPS1
chrX	100237	100452	215	NA	>CPS1_<YJL171C
chrX	100453	101643	1190	-	YJL171C
chrX	101644	101898	254	NA	<YJL171C_<ASG7
chrX	101899	102543	644	-	ASG7
chrX	102544	102975	431	NA	<ASG7_<SET2
chrX	102976	105177	2201	-	SET2
chrX	105178	105762	584	NA	<SET2_>ERG20
chrX	105763	106821	1058	+	ERG20
chrX	106822	107182	360	NA	>ERG20_>QCR8
chrX	107183	107467	284	+	QCR8
chrX	107468	107642	174	NA	>QCR8_<HAL5
chrX	107643	110210	2567	-	HAL5
chrX	110211	110714	503	NA	<HAL5_<TPK1
chrX	110715	111908	1193	-	TPK1
chrX	111909	112414	505	NA	<TPK1_<YJL163C
chrX	112415	114082	1667	-	YJL163C
chrX	114083	114625	542	NA	<YJL163C_<JJJ2
chrX	114626	116377	1751	-	JJJ2
chrX	116378	116686	308	NA	<JJJ2_<tE(UUC)J
chrX	116687	116758	71	-	tE(UUC)J
chrX	116759	117992	1233	NA	<tE(UUC)J_>YJL161W
chrX	117993	118535	542	+	YJL161W
chrX	118536	118709	173	NA	>YJL161W_<YJL160C
chrX	118710	119573	863	-	YJL160C
chrX	119574	121196	1622	NA	<YJL160C_>HSP150
chrX	121197	122438	1241	+	HSP150
chrX	122439	123012	573	NA	>HSP150_<CIS3
chrX	123013	123696	683	-	CIS3
chrX	123697	124584	887	NA	<CIS3_<FAR1
chrX	124585	127077	2492	-	FAR1
chrX	127078	127601	523	NA	<FAR1_<SSY5
chrX	127602	129701	2099	-	SSY5
chrX	129702	130033	331	NA	<SSY5_<FBP26
chrX	130034	131392	1358	-	FBP26
chrX	131393	131849	456	NA	<FBP26_<VPS35
chrX	131850	134684	2834	-	VPS35
chrX	134685	135080	395	NA	<VPS35_<INO1
chrX	135081	136748	1667	-	INO1
chrX	136749	137120	371	NA	<INO1_<SNA3
chrX	137121	137522	401	-	SNA3
chrX	137523	138127	604	NA	<SNA3_>YJL149W
chrX	138128	140119	1991	+	YJL149W
chrX	140120	141185	1065	NA	>YJL149W_>RPA34
chrX	141186	141887	701	+	RPA34
chrX	141888	142167	279	NA	>RPA34_<YJL147C
chrX	142168	143316	1148	-	YJL147C
chrX	143317	144040	723	NA	<YJL147C_>IDS2
chrX	144041	145450	1409	+	IDS2
chrX	145451	145908	457	NA	>IDS2_>SFH5
chrX	145909	146793	884	+	SFH5
chrX	146794	147107	313	NA	>SFH5_>YJL144W
chrX	147108	147422	314	+	YJL144W
chrX	147423	147849	426	NA	>YJL144W_>TIM17
chrX	147850	148326	476	+	TIM17
chrX	148327	148715	388	NA	>TIM17_<YAK1
chrX	148716	151139	2423	-	YAK1
chrX	151140	151709	569	NA	<YAK1_>RPB4
chrX	151710	152375	665	+	RPB4
chrX	152376	152461	85	NA	>RPB4_<YUR1
chrX	152462	153748	1286	-	YUR1
chrX	153749	154252	503	NA	<YUR1_<TIF2
chrX	154253	155440	1187	-	TIF2
chrX	155441	155733	292	NA	<TIF2_<GLG2
chrX	155734	156876	1142	-	GLG2
chrX	156877	157298	421	NA	<GLG2_<RPS21B
chrX	157299	157538	239	-	RPS21B
chrX	157539	158936	1397	NA	<RPS21B_>LCB3
chrX	158937	160166	1229	+	LCB3
chrX	160167	160371	204	NA	>LCB3_<YJL133C-A
chrX	160372	160596	224	-	YJL133C-A
chrX	160597	161767	1170	NA	<YJL133C-A_>MRS3
chrX	161768	162712	944	+	MRS3
chrX	162713	163062	349	NA	>MRS3_>YJL132W
chrX	163063	165315	2252	+	YJL132W
chrX	165316	165426	110	NA	>YJL132W_<YJL131C
chrX	165427	166497	1070	-	YJL131C
chrX	166498	166871	373	NA	<YJL131C_<URA2
chrX	166872	173516	6644	-	URA2
chrX	173517	174746	1229	NA	<URA2_<TRK1
chrX	174747	178454	3707	-	TRK1
chrX	178455	179244	789	NA	<TRK1_<PBS2
chrX	179245	181251	2006	-	PBS2
chrX	181252	182698	1446	NA	<PBS2_<YJL127C-B
chrX	182699	182857	158	-	YJL127C-B
chrX	182858	183445	587	NA	<YJL127C-B_<SPT10
chrX	183446	185368	1922	-	SPT10
chrX	185369	185648	279	NA	<SPT10_>NIT2
chrX	185649	186572	923	+	NIT2
chrX	186573	186675	102	NA	>NIT2_<GCD14
chrX	186676	187827	1151	-	GCD14
chrX	187828	188273	445	NA	<GCD14_<LSM1
